Rank,Name,Canvas,CanvasWeight,Chaqueta,ChaquetaWeight,Craneo,CraneoWeight,Polvo,PolvoWeight,Rociada,RociadaWeight,TraitCount,Weighting
198,ElMatador4765,Chancay,118.8333333,Casaco,69.3194444,Condutor,199.64,Seixos,65.6710526,Siccus,99.82,5,554.3941751
199,ElMatador4189,Cartagena,121.7317073,Flamejar,118.8333333,Condutor,199.64,Infecto,40.25,Revas,72.3333333,5,553.8987187
200,ElMatador3161,Murcia,131.3421053,Clarao,172.1034483,Narrador,146.7941176,Vestigio,56.7159091,Huella,45.7889908,5,553.8549158999999
201,ElMatador2288,Soloia,116.0697674,Reluzente,161,Dewsviada,95.9807692,Esfiapar,75.6212121,Caos,103.9791667,5,553.7612601999999
202,ElMatador2256,Tarronga,184.8518519,Chama,121.7317073,Severa,131.3421053,Seixas,63.9871795,Trapalhada,50.4141414,5,553.4373302
203,ElMatador4471,Jaen,118.8333333,Fuerte,67.4459459,Trapala,249.55,Manchar,43.0258621,Picon,73.3970588,5,553.3625449
204,ElMatador4553,Zacapa,127.974359,Destro,142.6,Rebelde,178.25,Raspar,34.6597222,Nunitus,68.369863,5,552.964289
205,ElMatador3225,Belmopan,110.9111111,Fulgor,101.8571429,Glutona,237.6666667,None,16.5264901,Linny,74.4925373,4,551.7872814000001
206,ElMatador3269,Chajul,94.1698113,Salsus,77.984375,Timador,249.55,Infecto,40.25,Furvidus,87.5614035,5,550.6259346
207,ElMatador2731,Malaga,110.9111111,Lustroso,131.3421053,Chefe,217,Manchar,43.0258621,Barafunda,47.0849057,5,550.474329
208,ElMatador3006,Coban,108.5,Medida,118.8333333,Negrito,199.64,Vestigio,56.7159091,Sucio,65.6710526,5,550.4706398
209,ElMatador3184,Zaragoza,113.4318182,Explicito,74.4925373,Glutona,237.6666667,Seixos,65.6710526,Boga,58.0348837,5,550.4073033
210,ElMatador2313,Ciudad,92.4259259,Famosio,131.3421053,Negrito,199.64,Cascalho,53.0957447,Apenar,72.3333333,5,549.947454
211,ElMatador4853,Braga,90.7454545,Crosto,106.1914894,Timador,249.55,Besuntado,39.6111111,Dolor,62.3875,5,549.5958998000001
212,ElMatador2777,Valencia,166.3666667,Fuerte,67.4459459,Condutor,199.64,Infecto,40.25,Linny,74.4925373,5,549.3054946999999
213,ElMatador1854,Managua,113.4318182,Roupa,69.3194444,Cabeca,226.8636364,Sombra,58.0348837,Mania,80.5,5,549.2601275000001
214,ElMatador3689,Cuenca,178.25,Salsus,77.984375,Corajoso,146.7941176,Esfiapar,75.6212121,Torridus,69.3194444,5,549.0794939
215,ElMatador4449,Juliaca,124.775,Falso,131.3421053,Mieda,121.7317073,Felpar,70.2957746,Siccus,99.82,5,549.074932
216,ElMatador3937,Cumbres,121.7317073,Chama,121.7317073,Gluton,199.64,Pedras,65.6710526,Tierra,38.6899225,5,548.5747345
217,ElMatador2722,Soyapango,118.8333333,Sagax,79.2222222,Gula,191.9615385,Esfiapar,75.6212121,Calidus,81.8196721,5,548.5683230000001
218,ElMatador4649,Coruna,134.8918919,Famoso,86.0517241,Gluton,199.64,Cascalho,53.0957447,Grima,73.3970588,5,548.1867643
219,ElMatador3271,Girona,151.2424242,Encerado,138.6388889,Salvaje,134.8918919,Infecto,40.25,Calidus,81.8196721,5,547.9532219
220,ElMatador2560,Segovia,124.775,Instavel,151.2424242,Flutuar,166.3666667,Cicatriz,36.9703704,Peligro,67.4459459,5,547.910752
221,ElMatador4809,Pamplona,199.64,Camisa,81.8196721,Cabriole,166.3666667,Sebento,40.25,Caotico,58.7176471,5,547.9043307
222,ElMatador2415,Ronda,134.8918919,Clarao,172.1034483,Vingavito,110.9111111,Seixas,63.9871795,Pena,64.8181818,5,547.8221574
223,ElMatador2492,Oviedo,161,Liso,131.3421053,Comandante,184.8518519,Brilho,35.9064748,None,24.1111111,4,547.5448764
224,ElMatador2351,Mixco,113.4318182,Liso,131.3421053,Cabriole,166.3666667,Seixos,65.6710526,Torridus,69.3194444,5,547.2414319999999
225,ElMatador3675,Valencia,166.3666667,Destro,142.6,Flutuar,166.3666667,Tizne,31.9935897,Tierra,38.6899225,5,547.1271904
226,ElMatador3546,Petapa,103.9791667,Polido,106.1914894,Fraude,184.8518519,Cascalho,53.0957447,Luteus,97.8627451,5,547.0913426000001
227,ElMatador2030,Mixco,113.4318182,Vigoroso,70.2957746,Mosca,249.55,Defeito,35.9064748,Volcar,76.7846154,5,547.0790278000001
228,ElMatador2919,Sullana,97.8627451,Lampejo,118.8333333,Flutuar,166.3666667,Atarantar,64.8181818,Luteus,97.8627451,5,546.8540168000001
229,ElMatador3799,Medillian,97.8627451,Sagax,79.2222222,Estafadora,207.9583333,Vestigio,56.7159091,Caos,103.9791667,5,546.8487212
230,ElMatador2939,Malaga,110.9111111,Manera,87.5614035,Comandante,184.8518519,Litiase,58.0348837,Caos,103.9791667,5,546.4487617
231,ElMatador4140,Malaga,110.9111111,Famosio,131.3421053,Corajoso,146.7941176,Cotao,68.369863,Furvidus,87.5614035,5,546.0889453
232,ElMatador4340,Bilbao,151.2424242,Crosto,106.1914894,Rebelde,178.25,Besuntado,39.6111111,Torridus,69.3194444,5,545.7248139
233,ElMatador3396,Soyapango,118.8333333,Ameno,68.369863,Timador,249.55,Ardor,38.0992366,Torridus,69.3194444,5,545.2822221
234,ElMatador3641,Coruna,134.8918919,Claro,131.3421053,Morte,151.2424242,Cascalho,53.0957447,Picon,73.3970588,5,545.0795697
235,ElMatador4125,Medillian,97.8627451,Tunica,121.7317073,Estafadora,207.9583333,Besuntado,39.6111111,Volcar,76.7846154,5,545.058857
236,ElMatador0946,SanMiguel,63.1772152,Seda,66.5466667,Jugar,293.5882353,Furia,47.0849057,Grima,73.3970588,5,544.9044265
237,ElMatador3907,Alicante,146.7941176,Sagax,79.2222222,Aborto,217,Defeito,35.9064748,Pena,64.8181818,5,544.8513412
238,ElMatador2840,Bilbao,151.2424242,Encerado,138.6388889,Corajoso,146.7941176,Tizne,31.9935897,Enojo,74.4925373,5,544.2719025
239,ElMatador4162,Tarronga,184.8518519,Polido,106.1914894,Animo,142.6,Sujo,46.212963,Alterarse,63.1772152,5,544.1438643
240,ElMatador4087,Delgado,89.125,Medida,118.8333333,Trapala,249.55,Cicatriz,36.9703704,Doenca,48.4563107,5,544.0453592
241,ElMatador1945,Jaen,118.8333333,Falso,131.3421053,Curioso,124.775,Seixas,63.9871795,Caos,103.9791667,5,544.0271296
242,ElMatador4127,Zaragoza,113.4318182,Flamejar,118.8333333,Condutor,199.64,Cabelo,54.8461538,Trastormo,56.0786517,5,543.9403018
243,ElMatador3755,Patzicia,118.8333333,Merito,166.3666667,Comandante,184.8518519,Cubrir,33.952381,Tierra,38.6899225,5,543.8045002
244,ElMatador3703,Quito,110.9111111,Falso,131.3421053,Monstro,172.1034483,Seixos,65.6710526,Alterar,62.3875,5,543.5255621
245,ElMatador3253,Girona,151.2424242,Instavel,151.2424242,Vingavito,110.9111111,Pedras,65.6710526,Alterarse,63.1772152,5,543.3545721
246,ElMatador3452,Oviedo,161,Valioso,66.5466667,Mosca,249.55,Grava,31.7898089,None,24.1111111,4,543.3309200000001
247,ElMatador3465,Palma,199.64,Lampejo,118.8333333,Rapida,110.9111111,Ardor,38.0992366,Enojo,74.4925373,5,543.0865631
248,ElMatador3821,Segovia,124.775,Marcado,76.7846154,Glutona,237.6666667,Sujo,46.212963,Trastormo,56.0786517,5,542.6282416
249,ElMatador2572,Burgos,124.775,Padrao,116.0697674,Revoltado,161,Felpar,70.2957746,Torridus,69.3194444,5,542.5703312
250,ElMatador2581,Santiago,84.5932203,Lustroso,131.3421053,Condutor,199.64,Porco,43.7807018,Calidus,81.8196721,5,542.2860443000001
251,ElMatador4040,Girona,151.2424242,Claro,131.3421053,Violento,118.8333333,Esfiapar,75.6212121,caotica,63.9871795,5,542.1365992
252,ElMatador4063,Burgos,124.775,Catus,64.8181818,Trapala,249.55,Brillo,33.4966443,Nunitus,68.369863,5,542.1200339000001
253,ElMatador3696,Ana,86.0517241,Destro,142.6,Aborto,217,Cisco,38.3923077,Vuelco,56.7159091,5,541.8702857000001
254,ElMatador4201,Bilbao,151.2424242,Bravo,69.3194444,Cabeca,226.8636364,Obsceno,44.1681416,Desordem,48.9313725,5,541.6353638999999
255,ElMatador0983,Natal,94.1698113,Acer,68.369863,Jugar,293.5882353,Luz,37.2462687,Barafunda,47.0849057,5,541.5694288000001
256,ElMatador2952,Coimbra,64.8181818,Clarao,172.1034483,Voar,172.1034483,Seixas,63.9871795,Peligro,67.4459459,5,541.5685486
257,ElMatador4432,Coban,108.5,Reluzir,138.6388889,Siniestro,161,Laluz,34.4206897,Luteus,97.8627451,5,541.5326685
258,ElMatador4010,Cartagena,121.7317073,Estilo,57.3678161,Aborto,217,Felpar,70.2957746,Rabiar,73.3970588,5,540.9027016
259,ElMatador4725,Pango,97.8627451,Lampejo,118.8333333,Comandante,184.8518519,Pedras,65.6710526,Revas,72.3333333,5,540.6626610000001
260,ElMatador3019,Horizante,110.9111111,Clarao,172.1034483,Asas,146.7941176,Infecto,40.25,Torridus,69.3194444,5,540.4884662
261,ElMatador3972,Quito,110.9111111,Falso,131.3421053,Comandante,184.8518519,Porco,43.7807018,Nunitus,68.369863,5,540.3659779
262,ElMatador3835,Ronda,134.8918919,Replica,127.974359,Obito,131.3421053,Felpar,70.2957746,Lentum,74.4925373,5,540.1070129000001
263,ElMatador2810,LaUnion,74.4925373,Blusa,70.2957746,Colosso,249.55,Obsceno,44.1681416,Tepidus,99.82,5,539.4367983000001
264,ElMatador4179,Malaga,110.9111111,Instavel,151.2424242,Moribundo,199.64,None,16.5264901,Limpiar,50.4141414,4,539.0675001
265,ElMatador4292,Tarronga,184.8518519,Odre,142.6,Guia,106.1914894,Imundo,42.6581197,Espeso,61.617284,5,539.0290898
266,ElMatador3890,Oviedo,161,Roupa,69.3194444,Cabeca,226.8636364,Cisco,38.3923077,Mugre,42.2966102,5,538.9823435
267,ElMatador4002,Patzicia,118.8333333,Incerto,121.7317073,Gluton,199.64,Brillo,33.4966443,caotica,63.9871795,5,538.7992092
268,ElMatador2767,Pamplona,199.64,Flamejar,118.8333333,Curioso,124.775,Grava,31.7898089,Alterar,62.3875,5,538.5359870000001
269,ElMatador1266,Delgado,89.125,Traje,70.2957746,Jugar,293.5882353,Porco,43.7807018,Sujeria,40.5772358,5,538.4772923
270,ElMatador3712,Oviedo,161,Aspero,64.8181818,Comandante,184.8518519,Felpar,70.2957746,Trastormo,56.0786517,5,538.1548048
271,ElMatador3350,Gijon,191.9615385,Incultor,66.5466667,Flutuar,166.3666667,Seixas,63.9871795,Senal,47.9903846,5,537.9627808
272,ElMatador4406,Valencia,166.3666667,Crosto,106.1914894,Careta,97.8627451,Cotao,68.369863,Luteus,97.8627451,5,537.7638541
273,ElMatador3832,Cumbres,121.7317073,Tunica,121.7317073,Estafadora,207.9583333,Besuntado,39.6111111,Porcaria,45.3727273,5,537.5159311
274,ElMatador1369,Cumbres,121.7317073,Camisa,81.8196721,Tauro,237.6666667,Po,36.9703704,Boga,58.0348837,5,537.333645
275,ElMatador3270,Celba,103.9791667,Esfolar,124.775,Cabriole,166.3666667,Imundo,42.6581197,Luteus,97.8627451,5,536.752043
276,ElMatador1738,Medillian,97.8627451,Liso,131.3421053,Cabriole,166.3666667,Litiase,58.0348837,Calidus,81.8196721,5,536.5364177
277,ElMatador3060,Jerez,155.96875,Esperto,151.2424242,Valioso,124.775,Sebento,40.25,Alterarse,63.1772152,5,536.5237341999999
278,ElMatador3010,SanMiguel,63.1772152,Catus,64.8181818,Trapacista,332.7333333,None,16.5264901,Desordem,48.9313725,4,536.5199262000001
279,ElMatador3889,Palma,199.64,Felpa,62.3875,Salvaje,134.8918919,Seixas,63.9871795,Lentum,74.4925373,5,536.5094535
280,ElMatador1693,Corodoba,134.8918919,Relevo,110.9111111,Omal,146.7941176,Cabelo,54.8461538,Furvidus,87.5614035,5,536.1150227
281,ElMatador2170,Soyapango,118.8333333,Reluzir,138.6388889,Cisao,151.2424242,Esfiapar,75.6212121,Trapalhada,50.4141414,5,535.8603446999999
282,ElMatador2249,Cartagena,121.7317073,Reluzente,161,Nato,131.3421053,Litiase,58.0348837,Alterar,62.3875,5,535.6065411000001
283,ElMatador3354,Sechura,138.6388889,Rasgada,116.0697674,Perverso,118.8333333,Vestigio,56.7159091,Caos,103.9791667,5,535.3474102
284,ElMatador3867,Cumbres,121.7317073,Encerado,138.6388889,Severa,131.3421053,Cabelo,54.8461538,Furvidus,87.5614035,5,535.2306036
285,ElMatador3425,Patzicia,118.8333333,Liso,131.3421053,Cuervo,127.974359,Cotao,68.369863,Furvidus,87.5614035,5,535.1914089
286,ElMatador2734,Salvador,79.2222222,Replica,127.974359,Moribundo,199.64,Atarantar,64.8181818,Atufo,62.3875,5,535.1526078
287,ElMatador4342,Almada,69.3194444,Tunica,121.7317073,Trapala,249.55,Po,36.9703704,Trastormo,56.0786517,5,534.7605186
288,ElMatador4854,Donostia,131.3421053,Desejo,92.4259259,Rebelde,178.25,Porcada,31.5886076,Siccus,99.82,5,534.5369836
289,ElMatador2012,Chancay,118.8333333,Rasgada,116.0697674,Tolo,134.8918919,Seixos,65.6710526,Luteus,97.8627451,5,534.4391351
290,ElMatador4503,Nazca,121.7317073,Chama,121.7317073,Moribundo,199.64,Aranar,31.3899371,Caotico,58.7176471,5,534.3213436
291,ElMatador2908,Cartagena,121.7317073,Clarao,172.1034483,Brioso,127.974359,Cotao,68.369863,Tumulto,43.0258621,5,534.3155845
292,ElMatador2149,Gijon,191.9615385,Manera,87.5614035,Fiel,113.4318182,Pedras,65.6710526,Lentum,74.4925373,5,534.2286949
293,ElMatador4459,Puebla,118.8333333,Padrao,116.0697674,Comandante,184.8518519,Cascalho,53.0957447,Bagunca,60.1325301,5,534.0935722
294,ElMatador4862,Salamanca,138.6388889,Replica,127.974359,Cabriole,166.3666667,Imunda,41.2479339,Desgracia,58.7176471,5,534.0558404000001
295,ElMatador4428,Callao,151.2424242,Esfolar,124.775,Enganador,127.974359,Pedras,65.6710526,Alterarse,63.1772152,5,533.9503958
296,ElMatador4185,Cadiz,127.974359,Incerto,121.7317073,Monstro,172.1034483,Felpar,70.2957746,Sujeria,40.5772358,5,533.7928698000001
297,ElMatador0683,Curibita,116.0697674,Lajuso,66.5466667,Tauro,237.6666667,Manchar,43.0258621,Peturbar,69.3194444,5,533.7387520999999
298,ElMatador3590,Chincha,124.775,Lustroso,131.3421053,Condutor,199.64,Defeito,35.9064748,Cunfusao,40.9098361,5,533.683761
299,ElMatador4427,SanMiguel,63.1772152,Chama,121.7317073,Aborto,217,Pedras,65.6710526,Pena,64.8181818,5,533.5085017
300,ElMatador4963,Coban,108.5,Elegante,77.984375,Aborto,217,Seixos,65.6710526,Alterarse,63.1772152,5,533.4429876
301,ElMatador4222,Cantel,110.9111111,Camisa,81.8196721,Aborto,217,Vestigio,56.7159091,Sucio,65.6710526,5,533.2280896999999
302,ElMatador4602,Bilbao,151.2424242,Titulo,63.1772152,Cabriole,166.3666667,Cascalho,53.0957447,Luteus,97.8627451,5,532.8551407
303,ElMatador4257,Pamplona,199.64,Medida,118.8333333,Tenaz,113.4318182,Ardor,38.0992366,Espeso,61.617284,5,532.7320169
304,ElMatador3836,Salamanca,138.6388889,Falso,131.3421053,Dewsviada,95.9807692,Seixos,65.6710526,Tepidus,99.82,5,532.5631608
305,ElMatador3563,Patzicia,118.8333333,Catus,64.8181818,Chefe,217,Cotao,68.369863,Atufo,62.3875,5,532.5192229
306,ElMatador3644,Pango,97.8627451,Polido,106.1914894,Aborto,217,Furia,47.0849057,Alterarse,63.1772152,5,532.4267002
307,ElMatador3558,Callao,151.2424242,Titulo,63.1772152,Condutor,199.64,Cabelo,54.8461538,Dolor,62.3875,5,532.403638
308,ElMatador3172,Delgado,89.125,Tunica,121.7317073,Gluton,199.64,Sebento,40.25,Mania,80.5,5,532.3570521
309,ElMatador2239,Jerez,155.96875,Lustroso,131.3421053,Relajada,124.775,Aranar,31.3899371,Furvidus,87.5614035,5,532.1475406999999
310,ElMatador1782,Cusco,89.125,Camisa,81.8196721,Cabeca,226.8636364,Cabelo,54.8461538,Anguista,77.984375,5,531.7491821
311,ElMatador3030,Huacho,92.4259259,Robusto,66.5466667,Trapala,249.55,Seixas,63.9871795,Molesta,58.0348837,5,531.6550006
312,ElMatador4838,Salamanca,138.6388889,Relevo,110.9111111,Comandante,184.8518519,Defeito,35.9064748,Bagunca,60.1325301,5,531.5512016
313,ElMatador1432,Sonsonate,86.0517241,Silex,68.369863,Jugar,293.5882353,Laluz,34.4206897,Senal,47.9903846,5,531.5312415
314,ElMatador2241,Malaga,110.9111111,Destro,142.6,Tolo,134.8918919,Cotao,68.369863,Rabiar,73.3970588,5,531.2802696
315,ElMatador3868,Chajul,94.1698113,Lampejo,118.8333333,Condutor,199.64,Manchar,43.0258621,Linny,74.4925373,5,531.2718888
316,ElMatador4585,Talara,108.5,Merito,166.3666667,Cisao,151.2424242,Raspar,34.6597222,Torridus,69.3194444,5,531.1986023
317,ElMatador4011,Chincha,124.775,Roupa,69.3194444,Estafadora,207.9583333,Sombra,58.0348837,Peturbar,69.3194444,5,530.5174506
318,ElMatador4518,Soloia,116.0697674,Encerado,138.6388889,Condutor,199.64,Tizne,31.9935897,Tumulto,43.0258621,5,530.4784529000001
319,ElMatador1905,Escuintla,103.9791667,Flamejar,118.8333333,Embustero,166.3666667,Seixos,65.6710526,Linny,74.4925373,5,530.4531014
320,ElMatador3454,Chincha,124.775,Perifido,131.3421053,Macaco,131.3421053,Porco,43.7807018,Luteus,97.8627451,5,530.2130023
321,ElMatador4475,Valencia,166.3666667,Esfolar,124.775,Seductor,99.82,Ardor,38.0992366,Siccus,99.82,5,529.9912481
322,ElMatador2793,Cadiz,127.974359,Guapo,67.4459459,Cabeca,226.8636364,Seixas,63.9871795,Mugre,42.2966102,5,529.6780758000001
323,ElMatador2470,Jerez,155.96875,Encerado,138.6388889,Intenso,116.0697674,Defeito,35.9064748,Calidus,81.8196721,5,529.513898
324,ElMatador4015,Chancay,118.8333333,Macio,146.7941176,Cabriole,166.3666667,Cubrir,33.952381,Alterar,62.3875,5,529.4443434
325,ElMatador0015,Beja,68.369863,Fulgor,101.8571429,Jugar,293.5882353,None,16.5264901,Tierra,38.6899225,4,529.3649871
326,ElMatador3647,Curibita,116.0697674,Engraxado,127.974359,Fraude,184.8518519,Po,36.9703704,Atufo,62.3875,5,529.3641935
327,ElMatador4916,Coban,108.5,Pelerine,72.3333333,Mosca,249.55,Cicatriz,36.9703704,Picazon,60.8658537,5,529.3299022
328,ElMatador3320,Corodoba,134.8918919,Tunica,121.7317073,Obito,131.3421053,Seixos,65.6710526,Lentum,74.4925373,5,529.2396392
329,ElMatador3265,Juliaca,124.775,Indole,151.2424242,Obito,131.3421053,Sebento,40.25,Mania,80.5,5,529.2198743
330,ElMatador4367,Zaragoza,113.4318182,Indole,151.2424242,Lider,97.8627451,Seixos,65.6710526,Siccus,99.82,5,529.1383849
331,ElMatador2729,Cantel,110.9111111,Reluzir,138.6388889,Cisao,151.2424242,Atarantar,64.8181818,Atufo,62.3875,5,529.1084508
332,ElMatador4756,Flores,127.974359,Elegante,77.984375,Moribundo,199.64,Seixos,65.6710526,Vuelco,56.7159091,5,529.0960405
333,ElMatador4361,Sintra,84.5932203,Famosio,131.3421053,Rebelde,178.25,Brilho,35.9064748,Luteus,97.8627451,5,529.0648903
334,ElMatador4325,Patzicia,118.8333333,Rasgado,76.7846154,Chefe,217,Cisco,38.3923077,Volcar,76.7846154,5,528.9052166
335,ElMatador4482,Sechura,138.6388889,Pelucia,89.125,Monstro,172.1034483,Cascalho,53.0957447,Lentum,74.4925373,5,528.565964
336,ElMatador4929,Patzicia,118.8333333,Odre,142.6,Omal,146.7941176,Vestigio,56.7159091,Atufo,62.3875,5,528.4412048
337,ElMatador4966,Abacay,92.4259259,Famoso,86.0517241,Trapala,249.55,Brillo,33.4966443,Sucio,65.6710526,5,528.3056917
338,ElMatador0391,Vincinte,71.3,Traje,70.2957746,Jugar,293.5882353,Grava,31.7898089,Bagunca,60.1325301,5,528.2166937000001
339,ElMatador2621,Sechura,138.6388889,Relevo,110.9111111,Comandante,184.8518519,Raspar,34.6597222,Molesta,58.0348837,5,528.2068026
340,ElMatador1631,Soyapango,118.8333333,Instavel,151.2424242,Venado,134.8918919,Seixas,63.9871795,Molesta,58.0348837,5,528.1000574000001
341,ElMatador3330,Jerez,155.96875,Reluzir,138.6388889,Lider,97.8627451,Raspar,34.6597222,Tepidus,99.82,5,528.060451
342,ElMatador4687,Ronda,134.8918919,Indole,151.2424242,Fantasma,86.0517241,Cabelo,54.8461538,Tepidus,99.82,5,527.9625388000001
343,ElMatador3555,Corodoba,134.8918919,Pelucia,89.125,Estafadora,207.9583333,Obsceno,44.1681416,Limpiar,50.4141414,5,527.6678529999999
344,ElMatador2184,Zaragoza,113.4318182,Indole,151.2424242,Violento,118.8333333,Vil,43.0258621,Tepidus,99.82,5,527.4637826
345,ElMatador2600,Juliaca,124.775,Flamejar,118.8333333,Enganadora,184.8518519,Tizne,31.9935897,Sucio,65.6710526,5,527.2351723
346,ElMatador2014,Tingo,99.82,Odre,142.6,Comandante,184.8518519,Litiase,58.0348837,Sujeria,40.5772358,5,526.9943162000001
347,ElMatador4123,Gijon,191.9615385,Bello,70.2957746,Cisao,151.2424242,Manchar,43.0258621,Peturbar,69.3194444,5,526.9553886
348,ElMatador0320,Sonsonate,86.0517241,Vigoroso,70.2957746,Jugar,293.5882353,Cocar,33.4966443,Mugre,42.2966102,5,526.8393333
349,ElMatador3505,Chajul,94.1698113,Blusa,70.2957746,Mosca,249.55,Marcas,38.0992366,Grima,73.3970588,5,526.6222261
350,ElMatador4710,Mixco,113.4318182,Quente,56.0786517,Glutona,237.6666667,Porco,43.7807018,Lentum,74.4925373,5,526.5607205
351,ElMatador0521,Porto,84.5932203,Seda,66.5466667,Jugar,293.5882353,Grava,31.7898089,Desordem,48.9313725,5,526.5596485
352,ElMatador1853,Gijon,191.9615385,Quente,56.0786517,Siniestro,161,Seixos,65.6710526,Trapalhada,50.4141414,5,526.235729
353,ElMatador1771,Vincinte,71.3,Macio,146.7941176,Gula,191.9615385,Imundo,42.6581197,Apenar,72.3333333,5,526.1574539
354,ElMatador4567,Tarronga,184.8518519,Engraxado,127.974359,Macaco,131.3421053,Infecto,40.25,Sujeria,40.5772358,5,526.1058968000001
355,ElMatador2113,Soyapango,118.8333333,Pericido,58.0348837,Cabeca,226.8636364,Esfiapar,75.6212121,Porcaria,45.3727273,5,525.8361375999999
356,ElMatador2034,Zaragoza,113.4318182,Incerto,121.7317073,Rebelde,178.25,Seixos,65.6710526,Porcaria,45.3727273,5,525.5676502
357,ElMatador3765,Choloma,87.5614035,Elegante,77.984375,Timador,249.55,Po,36.9703704,Revas,72.3333333,5,525.509827
358,ElMatador4722,Sechura,138.6388889,Vigoroso,70.2957746,Chefe,217,Brilho,35.9064748,Dolor,62.3875,5,525.3389831000001
359,ElMatador2065,Corodoba,134.8918919,Manera,87.5614035,Chefe,217,Obsceno,44.1681416,Sujeria,40.5772358,5,525.3090176000001
360,ElMatador3391,Tajer,161,Liso,131.3421053,Aeduo,121.7317073,Imundo,42.6581197,Peligro,67.4459459,5,525.2882229999999
361,ElMatador3539,Gualan,121.7317073,Sagax,79.2222222,Estafadora,207.9583333,Luz,37.2462687,Anguista,77.984375,5,525.2532513
362,ElMatador3457,Ronda,134.8918919,Perifido,131.3421053,Venado,134.8918919,Atarantar,64.8181818,Boga,58.0348837,5,525.0892994
363,ElMatador3443,Quito,110.9111111,Crosto,106.1914894,Gula,191.9615385,Sebento,40.25,Linny,74.4925373,5,524.9170210999999
364,ElMatador3938,Oviedo,161,Lajuso,66.5466667,Cuervo,127.974359,Cotao,68.369863,Tepidus,99.82,5,524.8212335
365,ElMatador4624,Valencia,166.3666667,Flamejar,118.8333333,Mieda,121.7317073,Felpar,70.2957746,Sujar,46.212963,5,524.5507897
366,ElMatador4372,Tingo,99.82,Blusa,70.2957746,Colosso,249.55,None,16.5264901,Anguista,77.984375,4,524.5099730000001
367,ElMatador3949,Tarronga,184.8518519,Vigoroso,70.2957746,Esquisito,127.974359,Seixos,65.6710526,Lentum,74.4925373,5,524.3959202
368,ElMatador3346,Tarma,106.1914894,Macio,146.7941176,Flutuar,166.3666667,Porcada,31.5886076,Apenar,72.3333333,5,524.3845594
369,ElMatador2699,Petapa,103.9791667,Invulgar,71.3,Mosca,249.55,Besuntado,39.6111111,Caotico,58.7176471,5,524.2682697
