Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
114,Pendulum #00083,Cozmo Pink,42.4491525,Samurai Blue,333.9333333,Samurai Blue,227.6818182,Orange,7.0549296,Samurai Blue,417.4166667,Samurai Blue,192.6538462,Samurai Blue,333.9333333,Purple,48.1634615,8,1608.7608582000003
115,Pendulum #02476,Black,28.7873563,Knight Pink,104.3541667,Sorceress White,172.7241379,White,9.1072727,Holo Visor Purple,250.45,Spider Green,556.5555556,Aqua Mask Green,294.6470588,Shiny Polarized,185.5185185,8,1607.6183834
116,Pendulum #01064,Cozmo Aqua,29.6390533,Hero White,263.6315789,Crescent Purple,143.1142857,Black,5.0698381,Tactical Glitch,227.6818182,Wizard Purple,834.8333333,,2.1921225,Highborn Black,96.3269231,7,1607.5690748000002
117,Pendulum #01166,Green,17.3321799,Assassin Orange,238.5238095,Trinity Glitch,128.4358974,White,9.1072727,Lightning Purple,556.5555556,Iron Crown Yellow,333.9333333,Bubble Pink,178.8928571,Feather Cream,139.1388889,8,1607.3941113
118,Pendulum #04140,Orange,25.1708543,Spider Blue,385.3076923,Roger Yellow,238.5238095,Black,5.0698381,War Pink,208.7083333,Mirror Green,333.9333333,Spider Red,278.2777778,Skeleton White,122.1707317,8,1602.6366871999999
119,Pendulum #04122,Red,17.0955631,Phoenix Purple,192.6538462,Vega Yellow,313.0625,White,9.1072727,Holo Visor Glitch,77.0615385,Harlequin Blue,556.5555556,Recon Brown,333.9333333,Oracle Black,94.509434,8,1599.4533603000002
120,Pendulum #01667,Cozmo White,37.380597,,2.33411,Trinity Blue,122.1707317,Black,5.0698381,Recon Blue,385.3076923,Assassin Teal,626.125,Smoke Purple,294.6470588,Feather Burst,119.2619048,7,1597.3770544
121,Pendulum #01048,Cozmo Green,23.7393365,Opulence Blue,250.45,Angel Purple,84.8983051,Green,9.7641326,Lightning Green,185.5185185,Assassin Pink,715.5714286,Spider Blue,263.6315789,Burst,56.9204545,8,1595.9680716
122,Pendulum #03002,Pink,22.8721461,,2.33411,Roger Green,172.7241379,Green,9.7641326,Lightning Pink,333.9333333,Assassin Pink,715.5714286,Vape Yellow,294.6470588,Burst Glitch,37.1037037,7,1594.0301727
123,Pendulum #04784,Orange,25.1708543,Hero Glitch,250.45,Derp Yellow,238.5238095,Green,9.7641326,Astronomer Purple,172.7241379,Aether Glitch,192.6538462,Knocker Glitch,626.125,Sunset,72.5942029,8,1593.4803003000002
124,Pendulum #04728,Cozmo Orange,43.1810345,War Green,385.3076923,Sorceress Pink,172.7241379,Teal,18.9734848,Third Eye Glitch,200.36,Iron Crown Green,357.7857143,Plugged Blue,313.0625,Oracle Burst,94.509434,8,1591.3783147000001
125,Pendulum #02560,Orange,25.1708543,Spider Yellow,556.5555556,Trinity Green,119.2619048,Teal,18.9734848,Lightning Glitch,147.3235294,Spider Glitch,417.4166667,Smoke Red,217.7826087,Oracle Glitch,80.7903226,8,1588.7492438000004
126,Pendulum #02934,Cozmo Red,43.9385965,Criminal Glitch,208.7083333,Valkyrie Purple,185.5185185,Black,5.0698381,Derp Pink,278.2777778,Bandit Yellow,294.6470588,Derp Teal,417.4166667,Grunt Moon,147.3235294,8,1586.3746360000002
127,Pendulum #04280,Cozmo Blue,28.4602273,Astronomer Purple,294.6470588,Derp Yellow,238.5238095,Green,9.7641326,Holodrape Black,200.36,Astronomer Orange,200.36,Gilly Glitch,556.5555556,Vent Glitch,50.09,8,1584.2351007000002
128,Pendulum #03384,Gradient Forrest,37.1037037,Legion Blue,250.45,Angel Blue,67.6891892,Yellow,14.4768786,Plugged Brown,455.3636364,Opulence Blue,333.9333333,Assassin Yellow,227.6818182,Shiny Polarized,185.5185185,8,1577.6913948000001
129,Pendulum #00285,Gradient Forrest,37.1037037,Spider Blue,385.3076923,Trinity Glitch,128.4358974,Black,5.0698381,Holo Visor Red,263.6315789,War Pink,455.3636364,Assassin Teal,250.45,Skeleton Glitch,46.3796296,8,1577.2162933
130,Pendulum #02384,Cozmo Black,28.299435,,2.33411,Angel Purple,84.8983051,Green,9.7641326,Plugged Green,385.3076923,War Green,715.5714286,Opulence Blue,227.6818182,Feather Brown,116.4883721,7,1575.4254156000002
131,Pendulum #02553,Cozmo Pearl,41.7416667,Hero Blue,192.6538462,Derp Red,217.7826087,Pink,10.4790795,T2 Pink,333.9333333,Baller White,417.4166667,Aether Yellow,294.6470588,Green,61.0853659,8,1575.2139427
132,Pendulum #00860,Cozmo Purple,42.4491525,Recon Brown,208.7083333,War Purple,208.7083333,Purple,10.0784708,Lightning Yellow,278.2777778,Iron Crown Blue,417.4166667,Spider Pink,278.2777778,Shiny Redrum,122.1707317,8,1571.5615608
133,Pendulum #03312,Cozmo Green,23.7393365,Knight Green,200.36,Roger Glitch,192.6538462,Orange,7.0549296,Neon Visor Blue,333.9333333,Moon Sherpa Orange,178.8928571,Recon Yellow,333.9333333,Shiny Infrared,294.6470588,8,1570.6890117
134,Pendulum #02509,Cozmo White,37.380597,Legion Glitch,161.5806452,Sacred Ring Orange,185.5185185,Blue,13.2513228,Plugged Orange,250.45,Spider Blue,357.7857143,Spider Blue,263.6315789,Shiny Infrared,294.6470588,8,1569.7197524
135,Pendulum #00944,Cozmo White,37.380597,Legion Purple,333.9333333,War Red,278.2777778,Teal,18.9734848,Lazer Eye Pink,278.2777778,Sorceress White,357.7857143,Bubble Green,208.7083333,Skeleton Glitch,46.3796296,8,1565.1909648000003
136,Pendulum #04355,Orange,25.1708543,Assassin Yellow,208.7083333,Sacred Ring Purple,178.8928571,Teal,18.9734848,Third Eye Pink,357.7857143,Opulence Green,385.3076923,Smoke Purple,294.6470588,Feather Glitch,86.362069,8,1561.3223808
137,Pendulum #02920,Cozmo Green,23.7393365,Opulence Green,263.6315789,Angel Blue,67.6891892,Pink,10.4790795,Lightning Pink,333.9333333,Iron Crown Green,357.7857143,Plugged Brown,417.4166667,Oracle Glitch,80.7903226,8,1560.9395379000002
138,Pendulum #04598,Aqua,10.772043,Knight Purple,178.8928571,War Purple,208.7083333,Yellow,14.4768786,Zodiac Purple,200.36,War Glitch,556.5555556,Bubble Purple,227.6818182,Feather Seer,156.53125,8,1559.4530527000002
139,Pendulum #01272,Cozmo White,37.380597,Knight Glitch,94.509434,Trinity Yellow,278.2777778,Teal,18.9734848,Lazer Eye Glitch,217.7826087,Prism Pink,500.9,Gun Chin Purple,263.6315789,Feather Cream,139.1388889,8,1556.0686870000002
140,Pendulum #04929,Cozmo Yellow,28.6228571,Recon Purple,417.4166667,,92.7592593,White,9.1072727,Recon Purple,333.9333333,Recon Purple,238.5238095,Recon Purple,278.2777778,Skeleton Bronze,151.7878788,8,1555.9031721000001
141,Pendulum #00829,Gradient Forrest,37.1037037,Knight Pink,104.3541667,Vega Green,263.6315789,Blue,13.2513228,War Green,250.45,Mirror Blue,417.4166667,Recon Blue,333.9333333,Feather Rainbow,128.4358974,8,1554.0509864
142,Pendulum #01775,Green,17.3321799,Phoenix Green,834.8333333,Assassin Orange,111.3111111,Black,5.0698381,Third Eye Green,263.6315789,Recon Glitch,278.2777778,,2.1921225,White,36.2971014,7,1554.0251647000002
143,Pendulum #01649,Green,17.3321799,Phoenix Pink,200.36,Sacred Ring Glitch,172.7241379,Orange,7.0549296,Lightning Purple,556.5555556,Iron Crown Blue,417.4166667,Aqua Mask Blue,94.509434,Oracle Purple,80.7903226,8,1552.2175432000001
144,Pendulum #01855,Cozmo Sunset,41.3966942,Sorceress Gray,556.5555556,Sacred Ring Glitch,172.7241379,Teal,18.9734848,Lazer Eye Blue,263.6315789,Plugged Blue,178.8928571,Assassin Green,217.7826087,Oracle Burst,94.509434,8,1549.9406681000003
145,Pendulum #02106,Cozmo Green,23.7393365,Opulence Blue,250.45,Sacred Ring Green,131.8157895,Purple,10.0784708,War Purple,238.5238095,Prism Pink,500.9,Spider Green,263.6315789,Skeleton Brown,125.225,8,1549.8383021
146,Pendulum #03340,Cozmo Purple,42.4491525,Prism Gold,385.3076923,Sacred Ring Blue,156.53125,Teal,18.9734848,Zodiac Orange,294.6470588,Mirror Glitch,166.9666667,Bubble Pink,178.8928571,Skeleton Cream,294.6470588,8,1543.8895378999998
147,Pendulum #02318,Orange,25.1708543,Sorceress White,313.0625,Roger Teal,263.6315789,White,9.1072727,Neon Visor Red,238.5238095,Recon Purple,238.5238095,Spider Blue,263.6315789,Shiny Polarized,185.5185185,8,1542.6442392000001
148,Pendulum #04539,Cozmo Blue,28.4602273,Monk Purple,357.7857143,Vega Yellow,313.0625,White,9.1072727,Opulence Pink,227.6818182,Recon Brown,333.9333333,Aqua Mask Glitch,185.5185185,Feather Blue,78.265625,8,1539.2893262
149,Pendulum #03666,Blue,23.5164319,Hero Blue,192.6538462,Derp Yellow,238.5238095,Black,5.0698381,Tactical Green,238.5238095,Astronomer Glitch,500.9,Gilly Blue,217.7826087,Grunt White,116.4883721,8,1538.9330329000004
150,Pendulum #00633,Gradient Sunset,32.9539474,Opulence Blue,250.45,Roger Pink,333.9333333,Purple,10.0784708,Lazer Eye Red,147.3235294,War Blue,385.3076923,Holo Drape Green,278.2777778,Seer,94.509434,8,1538.3085019000002
151,Pendulum #02432,Cozmo Sunset,41.3966942,Monk Red,294.6470588,Roger Green,172.7241379,Orange,7.0549296,Zodiac Green,278.2777778,Harlequin Blue,556.5555556,Aqua Mask Red,100.18,Oracle Purple,80.7903226,8,1537.1007934000002
152,Pendulum #01966,Red,17.0955631,Tesla Purple,313.0625,Aquatic Purple,79.5079365,Black,5.0698381,Tactical Red,172.7241379,Jaboiii Blue,278.2777778,Gilly Glitch,556.5555556,Vent Moon,108.8913043,8,1536.6589302000002
153,Pendulum #02659,Cozmo Green,23.7393365,Spider Red,217.7826087,Sacred Ring Blue,156.53125,Green,9.7641326,Zodiac Glitch,263.6315789,Iron Crown Yellow,333.9333333,Plugged Orange,385.3076923,Skeleton Black,139.1388889,8,1535.3031380999998
154,Pendulum #03382,Cozmo Teal,32.1089744,Spider Green,313.0625,Angel Pink,147.3235294,Teal,18.9734848,Recon Purple,333.9333333,Sorceress Glitch,333.9333333,Holo Drape Red,263.6315789,Feather Glitch,86.362069,8,1534.8031200000003
155,Pendulum #04693,Cozmo Red,43.9385965,Holodrape Yellow,417.4166667,Aquatic Purple,79.5079365,Yellow,14.4768786,Welder Pink,357.7857143,Jaboiii Glitch,108.8913043,Mithrandir Purple,333.9333333,Shiny Pearl,172.7241379,8,1534.148885
156,Pendulum #01391,Gradient Sunset,32.9539474,Tesla Glitch,227.6818182,Derp Pink,200.36,Blue,13.2513228,Tactical Glitch,227.6818182,Derp Red,208.7083333,Fu Green,500.9,Grunt White,116.4883721,8,1533.4999289000004
157,Pendulum #00313,Blue,23.5164319,Phoenix Purple,192.6538462,,2.2573231,White,9.1072727,Zodiac Blue,238.5238095,Assassin Pink,715.5714286,Assassin Teal,250.45,Pink,92.7592593,7,1529.919493
158,Pendulum #00054,Red,17.0955631,Prism Gold,385.3076923,,2.2573231,Green,9.7641326,Third Eye Yellow,294.6470588,Iron Crown Green,357.7857143,Recon Yellow,333.9333333,Skeleton White,122.1707317,7,1528.0416708999999
159,Pendulum #03098,Blue,23.5164319,Monk Pink,313.0625,Trinity Blue,122.1707317,White,9.1072727,War Pink,208.7083333,Spider Pink,417.4166667,Vape Glitch,333.9333333,Seer,94.509434,8,1527.8990205
160,Pendulum #00310,Cozmo Aqua,29.6390533,Knight Gray,238.5238095,Samurai Red,357.7857143,Red,17.5754386,Astronomer Green,192.6538462,Holodrape Black,217.7826087,Samurai Gray,294.6470588,Shiny Purple,172.7241379,8,1526.8059842
161,Pendulum #02055,Cozmo Aqua,29.6390533,Recon Brown,208.7083333,,92.7592593,Purple,10.0784708,Recon Brown,417.4166667,Recon Brown,333.9333333,Recon Brown,333.9333333,Oracle Burst,94.509434,8,1526.4522009
162,Pendulum #01026,Cozmo Yellow,28.6228571,Legion Green,313.0625,Sacred Ring Glitch,172.7241379,Green,9.7641326,Lightning Purple,556.5555556,Mirror Green,333.9333333,,2.1921225,Oracle Knower,104.3541667,7,1526.2889274000001
163,Pendulum #01972,Green,17.3321799,Recon Blue,217.7826087,Sacred Ring Pink,278.2777778,Teal,18.9734848,Holo Visor Pink,217.7826087,Sorceress Glitch,333.9333333,Smoke Purple,294.6470588,Skeleton Black,139.1388889,8,1523.3422578000002
164,Pendulum #02081,Cozmo Red,43.9385965,Plugged Brown,217.7826087,,92.7592593,Purple,10.0784708,Plugged Brown,455.3636364,Plugged Brown,185.5185185,Plugged Brown,417.4166667,Pink,92.7592593,8,1521.0913331
165,Pendulum #04253,Red,17.0955631,Plugged Pink,151.7878788,Sacred Ring Green,131.8157895,Pink,10.4790795,War Blue,417.4166667,Iron Crown Orange,278.2777778,Plugged Orange,385.3076923,Skeleton Purple,122.1707317,8,1519.8254963000002
166,Pendulum #04628,White,41.057377,Spider Red,217.7826087,Vega Glitch,178.8928571,Teal,18.9734848,Zodiac Green,278.2777778,Infinity Red,278.2777778,Bubble Blue,357.7857143,Skeleton Teal,143.1142857,8,1519.6362001
167,Pendulum #00690,Cozmo Sunset,41.3966942,Tesla Blue,263.6315789,Samurai Purple,313.0625,Purple,10.0784708,Layser Orange,294.6470588,Bandit Purple,263.6315789,Pharaoh Purple,250.45,Highborn Glitch,75.8939394,8,1518.2661379
168,Pendulum #01186,Pink,22.8721461,Holodrape Pink,385.3076923,Muffs Yellow,217.7826087,Red,17.5754386,Samurai Green,208.7083333,Baller Teal,385.3076923,Samurai Red,172.7241379,Grunt Sun,102.2244898,8,1517.9768559
169,Pendulum #02517,Cozmo Black,28.299435,Plugged Orange,200.36,,2.2573231,Pink,10.4790795,Third Eye Yellow,294.6470588,Infinity Blue,385.3076923,Opulence Orange,500.9,Feather Glitch,86.362069,7,1513.6927794
170,Pendulum #01350,Gradient Pearl,31.30625,Legion Red,313.0625,Angel Yellow,108.8913043,Pink,10.4790795,Third Eye Purple,263.6315789,Iron Crown Pink,385.3076923,Assassin Yellow,227.6818182,Oracle White,166.9666667,8,1512.8012068
171,Pendulum #03677,Orange,25.1708543,Samurai Red,185.5185185,Angelic Glitch,250.45,Yellow,14.4768786,Aether Green,172.7241379,Ancient Red,313.0625,Derp Red,417.4166667,Vent Green,128.4358974,8,1512.7297703
172,Pendulum #04200,Cozmo Pearl,41.7416667,Forge Glitch,192.6538462,Mist Blue,185.5185185,Black,5.0698381,Samurai Gray,294.6470588,Holodrape Pink,200.36,Fu Green,500.9,Highborn Red,86.362069,8,1512.7273142000001
173,Pendulum #04736,Cozmo Pink,42.4491525,Samurai Gray,250.45,Samurai Gray,208.7083333,Black,5.0698381,Samurai Gray,294.6470588,Samurai Gray,294.6470588,Samurai Gray,294.6470588,Grunt Purple,116.4883721,8,1512.5811893000002
174,Pendulum #04541,Cozmo Green,23.7393365,Astronomer Blue,185.5185185,Muffs Pink,294.6470588,Red,17.5754386,Samurai Blue,417.4166667,Baller Purple,172.7241379,Knocker Orange,227.6818182,Grunt Green,166.9666667,8,1511.7439588
175,Pendulum #03523,Cozmo Yellow,28.6228571,Assassin Green,84.8983051,Sacred Ring Blue,156.53125,Orange,7.0549296,Neon Visor Red,238.5238095,Moon Sherpa Glitch,715.5714286,Bubble Yellow,151.7878788,Skeleton Purple,122.1707317,8,1510.6355073
176,Pendulum #04100,Green,17.3321799,Holodrape Black,357.7857143,Crescent White,116.4883721,Pink,10.4790795,Holodrape Pink,208.7083333,Wizard Green,238.5238095,Seal Breaker Blue,455.3636364,Grunt Red,100.18,8,1510.3354419000002
177,Pendulum #01826,Blue,23.5164319,Holodrape Yellow,417.4166667,Mist Purple,131.8157895,White,9.1072727,,2.1778261,Ancient Glitch,385.3076923,Mithrandir Glitch,455.3636364,Highborn Purple,79.5079365,7,1509.2933737999997
178,Pendulum #04750,Blue,23.5164319,Prism Glitch,385.3076923,Sacred Ring Green,131.8157895,Yellow,14.4768786,Lightning Purple,556.5555556,,2.4699211,Smoke Purple,294.6470588,Oracle Burst,94.509434,7,1508.3788835
179,Pendulum #01225,Aqua,10.772043,Spider Pink,238.5238095,,2.2573231,Yellow,14.4768786,Plugged Orange,250.45,War Red,385.3076923,Opulence Orange,500.9,Feather White,100.18,7,1507.9478682000001
180,Pendulum #03330,Cozmo White,37.380597,Prism Blue,357.7857143,,2.2573231,Pink,10.4790795,War Pink,208.7083333,Mirror Red,294.6470588,Spider Yellow,500.9,Oracle Blue,89.4464286,7,1506.6846563
181,Pendulum #04848,Green,17.3321799,Forge Glitch,192.6538462,,2.2573231,Blue,13.2513228,Derp Red,500.9,Jaboiii Blue,278.2777778,Pharaoh Green,417.4166667,Highborn Purple,79.5079365,7,1506.6771747
182,Pendulum #04088,Cozmo Orange,43.1810345,Recon Blue,217.7826087,,92.7592593,Purple,10.0784708,Recon Blue,385.3076923,Recon Blue,278.2777778,Recon Blue,333.9333333,Skeleton Black,139.1388889,8,1505.9333824999999
183,Pendulum #03652,Gradient Forrest,37.1037037,Tesla Blue,263.6315789,Mist Pink,139.1388889,Orange,7.0549296,Holodrape Black,200.36,Astronomer Glitch,500.9,Knocker Yellow,263.6315789,Highborn Red,86.362069,8,1503.6570659
184,Pendulum #00510,Cozmo White,37.380597,Phoenix Green,834.8333333,Angel Blue,67.6891892,White,9.1072727,,2.1778261,Ghost Rider Pink,250.45,,2.1921225,Shiny Infrared,294.6470588,6,1503.2118040999999
185,Pendulum #03280,Green,17.3321799,Knight Green,200.36,War Green,200.36,Pink,10.4790795,Lazer Eye Yellow,278.2777778,Harlequin Pink,455.3636364,Holo Drape Glitch,217.7826087,Feather Brown,116.4883721,8,1501.9179713000003
186,Pendulum #01919,Cozmo Orange,43.1810345,Monk Pink,313.0625,Vega Glitch,178.8928571,Orange,7.0549296,Plugged Brown,455.3636364,Harlequin Teal,208.7083333,Assassin Orange,208.7083333,Oracle Pink,80.7903226,8,1501.2362637000003
187,Pendulum #01602,White,41.057377,Recon Purple,417.4166667,Sacred Ring Orange,185.5185185,Black,5.0698381,Lazer Eye Purple,161.5806452,Recon Yellow,263.6315789,Spider Blue,263.6315789,Shiny Falcon,156.53125,8,1499.9117702
188,Pendulum #03236,Cozmo Purple,42.4491525,,2.33411,Sorceress Blue,200.36,Purple,10.0784708,Plugged Green,385.3076923,Opulence Glitch,556.5555556,,2.1921225,Skeleton Cream,294.6470588,6,1498.6585670000002
189,Pendulum #01542,Gradient Sunset,32.9539474,Imperial Glitch,217.7826087,Crescent White,116.4883721,Orange,7.0549296,Layser Pink,357.7857143,Jaboiii Green,263.6315789,Fu Blue,455.3636364,Blue,40.3951613,8,1496.9302656000002
190,Pendulum #03118,Gradient Forrest,37.1037037,Recon Orange,166.9666667,Sorceress White,172.7241379,Teal,18.9734848,Neon Visor Glitch,128.4358974,Prism Pink,500.9,Opulence Red,385.3076923,Oracle Purple,80.7903226,8,1496.6762223
191,Pendulum #00862,Purple,24.1980676,,2.33411,Trinity Purple,556.5555556,Black,5.0698381,Zodiac Blue,238.5238095,Spider Glitch,417.4166667,Assassin Pink,125.225,Shiny Redrum,122.1707317,7,1496.5739009
192,Pendulum #01658,Cozmo Yellow,28.6228571,Samurai Gray,250.45,Angelic Purple,122.1707317,Black,5.0698381,Monopoly Green,333.9333333,Aether Green,143.1142857,Fu Green,500.9,Highborn Moon,106.5744681,8,1496.3098309000002
193,Pendulum #00835,Aqua,10.772043,Legion Purple,333.9333333,War Red,278.2777778,Pink,10.4790795,Recon Yellow,250.45,Harlequin Purple,250.45,Spider Blue,263.6315789,Pink,92.7592593,8,1496.2273887000001
194,Pendulum #04901,Cozmo Red,43.9385965,Monk Blue,417.4166667,Roger Purple,227.6818182,Black,5.0698381,Holo Visor Green,185.5185185,Plugged Orange,455.3636364,Aqua Mask Blue,94.509434,Burst,56.9204545,8,1491.8932798
195,Pendulum #03852,Red,17.0955631,Monk Red,294.6470588,,2.2573231,Green,9.7641326,Zodiac Green,278.2777778,Assassin Pink,715.5714286,,2.1921225,Feather Knower,166.9666667,6,1491.5064777
196,Pendulum #00112,Cozmo Pearl,41.7416667,Sorceress Yellow,238.5238095,Vega Green,263.6315789,Black,5.0698381,Holo Visor Glitch,77.0615385,Sorceress Yellow,417.4166667,Opulence Red,385.3076923,Burst,56.9204545,8,1491.1475621
197,Pendulum #02650,Gradient Forrest,37.1037037,Criminal Glitch,208.7083333,Crescent Purple,143.1142857,Purple,10.0784708,Monopoly Blue,385.3076923,Bandit Teal,250.45,Samurai Blue,333.9333333,Grunt White,116.4883721,8,1490.6585081
198,Pendulum #03820,Pink,22.8721461,Tesla Blue,263.6315789,Muffs Pink,294.6470588,Pink,10.4790795,Welder Green,278.2777778,Holodrape Teal,156.53125,Gilly Green,357.7857143,Highborn Sun,100.18,8,1489.8789223000003
199,Pendulum #00722,Cozmo Pink,42.4491525,Astronomer Orange,106.5744681,Muffs Pink,294.6470588,White,9.1072727,Layser Glitch,200.36,Unicorn Blue,263.6315789,Pharaoh Green,417.4166667,Grunt Moon,147.3235294,8,1486.9840440000003
200,Pendulum #04381,Teal,35.5248227,Spider Blue,385.3076923,Angel Yellow,108.8913043,Orange,7.0549296,Zodiac Glitch,263.6315789,Recon Purple,238.5238095,Plugged Blue,313.0625,Feather Rainbow,128.4358974,8,1485.9068516000002
201,Pendulum #01066,Cozmo Sunset,41.3966942,Assassin Green,84.8983051,War Blue,200.36,Purple,10.0784708,Third Eye Green,263.6315789,Opulence Glitch,556.5555556,Gun Chin Yellow,227.6818182,Oracle Cream,91.0727273,8,1481.149467
202,Pendulum #01004,Gradient Pearl,31.30625,Opulence Pink,278.2777778,Trinity Blue,122.1707317,Pink,10.4790795,Lightning Glitch,147.3235294,,2.4699211,Vape Blue,834.8333333,Skeleton Glitch,46.3796296,7,1478.3203741
203,Pendulum #01996,Blue,23.5164319,Plugged Green,156.53125,Trinity Green,119.2619048,White,9.1072727,Holo Visor Red,263.6315789,War Pink,455.3636364,Spider Red,278.2777778,Oracle White,166.9666667,8,1478.1308361000001
204,Pendulum #03904,Cozmo Sunset,41.3966942,Assassin Yellow,208.7083333,Vega Yellow,313.0625,Black,5.0698381,Opulence Blue,200.36,Infinity Red,278.2777778,Recon Purple,278.2777778,Feather Patriot,147.3235294,8,1477.9507675000002
205,Pendulum #00746,Cozmo Aqua,29.6390533,War Green,385.3076923,Assassin Yellow,166.9666667,White,9.1072727,Third Eye Green,263.6315789,Mirror Glitch,166.9666667,Bubble Blue,357.7857143,Pink,92.7592593,8,1477.6382211
206,Pendulum #02400,Teal,35.5248227,,2.33411,Sacred Ring Green,131.8157895,Black,5.0698381,War Green,250.45,Harlequin Blue,556.5555556,Smoke Green,333.9333333,Shiny Falcon,156.53125,7,1477.2948209
